#序號 古韻 有女 Baxter
3165 zremh draemm dzreamH
3166 kremh kaemm keamH
3167 nremh naemm nreamH
3168 ngremh ngaemm ngeamH
3169 kramh keamm kaemH
3170 chramh chamm tsrhaemH
3171 cramh tramm tsraemH
3172 sramh shamm sraemH
3173 hramh xeamm xaemH
3174 bramh beamm baemH
3175 ghramh heamm haemH
3176 zramh dramm dzraemH
3177 qramh eamm 'aemH
3178 byamh bvamm bjomH
3179 phyamh phvamm phjomH
3180 kiamh kiamm kjaemH
3181 khiamh qiamm khjaemH
3182 qiamh iamm 'jaemH
3183 quk uk 'uwk
3184 duk duk duwk
3185 kuk kuk kuwk
3186 ghuk huk huwk
3187 khuk quk khuwk
3188 thuk thuk thuwk
3189 tuk tuk tuwk
3190 suk suk suwk
3191 luk luk luwk
3192 huk xuk xuwk
3193 zuk dzuk dzuwk
3194 chuk cuk tshuwk
3195 cuk zuk tsuwk
3196 buk buk buwk
3197 phuk phuk phuwk
3198 puk puk puwk
3199 muk muk muwk
3200 piuk piuk pjuwk
3201 biuk biuk bjuwk
3202 sriuk shuk srjuwk
3203 liuk liuk ljuwk
3204 driuk diuk drjuwk
3205 kiuk kiuk kjuwk
3206 khiuk qiuk khjuwk
3207 zjuk zjuk dzyuwk
3208 chjuk tcuk tsyhuwk
3209 juk juk yuwk
3210 giuk giuk gjuwk
3211 chiuk ciuk tshjuwk
3212 njuk ruk nyuwk
3213 cjuk tjuk tsyuwk
3214 sjuk sjuk syuwk
3215 hiuk xiuk xjuwk
3216 triuk tiuk trjuwk
3217 ciuk ziuk tsjuwk
3218 chriuk chuk tsrhjuwk
3219 nriuk niuk nrjuwk
3220 criuk truk tsrjuwk
3221 phiuk phiuk phjuwk
3222 qiuk iuk 'juwk
3223 siuk siuk sjuwk
3224 miuk miuk mjuwk
3225 iuk hiuk hjuwk
3226 thriuk thiuk trhjuwk
3227 ngiuk ngiuk ngjuwk
3228 ziuk dziuk dzjuwk
3229 quuk vk 'owk
3230 duuk dvk dowk
3231 tuuk tvk towk
3232 khuuk qvk khowk
3233 ghuuk hvk howk
3234 buuk bvk bowk
3235 suuk svk sowk
3236 kuuk kvk kowk
3237 muuk mvk mowk
3238 huuk xvk xowk
3239 nuuk nvk nowk
3240 cuuk zvk tsowk
3241 puuk pvk powk
3242 luuk lvk lowk
3243 nguuk ngvk ngowk
3244 cjyuk tjvk tsyowk
3245 ngyuk ngivk ngjowk
3246 hyuk xivk xjowk
3247 kyuk kivk kjowk
3248 gyuk givk gjowk
3249 zjyuk zjvk dzyowk
3250 chjyuk tcvk tsyhowk
3251 njyuk rvk nyowk
3252 sjyuk sjvk syowk
3253 jyuk jvk yowk
3254 dryuk divk drjowk
3255 lyuk livk ljowk
3256 khyuk qivk khjowk
3257 tryuk tivk trjowk
3258 cyuk zivk tsjowk
3259 zsjyuk djvk zyowk
3260 byuk bivk bjowk
3261 chyuk civk tshjowk
3262 zsyuk szivk zjowk
3263 syuk sivk sjowk
3264 pyuk pivk pjowk
3265 thryuk thivk trhjowk
3266 kruk keok kaewk
3267 ngruk ngeok ngaewk
3268 zruk dreok dzraewk
3269 cruk treok tsraewk
3270 sruk sheok sraewk
3271 truk teok traewk
3272 pruk peok paewk
3273 mruk meok maewk
3274 bruk beok baewk
3275 phruk pheok phaewk
3276 khruk qeok khaewk
3277 druk deok draewk
3278 qruk eok 'aewk
3279 nruk neok nraewk
3280 thruk theok trhaewk
3281 lruk leok laewk
3282 ghruk heok haewk
3283 hruk xeok xaewk
3284 chruk cheok tsrhaewk
3285 cjit tjit tsyit
3286 njit rit nyit
3287 zsjit djit zyit
3288 drit dyt drit
3289 sit sit sit
3290 qjit it 'jit
3291 chit cit tshit
3292 phjit phit phjit
3293 kjit kit kjit
3294 nrit nyt nrit
3295 jit jit yit
3296 khjit qit khjit
3297 hjit xit xjit
3298 thrit thyt trhit
3299 lit lit lit
3300 trit tyt trit
3301 zit dzit dzit
3302 chrit chyit tsrhit
3303 sjit sjit syit
3304 cit zit tsit
3305 mjit mit mjit
3306 pjit pit pjit
3307 git gyt git
3308 bjit bit bjit
3309 yt hwyt hwit
3310 sryt shwyt srwit
3311 chjit tcit tsyhit
3312 zrit dryit dzrit
3313 mit myt mit
3314 bit byt bit
3315 qit yt 'it
3316 ngit ngyt ngit
3317 pit pyt pit
3318 tryt tvit trwit
3319 hit xyt xit
3320 kit kyt kit
3321 trit tyt trit
3322 hjyt xvit xjwit
3323 zsjyt djvit zywit
3324 kjyt kvit kjwit
3325 zyt dzvit dzwit
3326 jyt jvit ywit
3327 cyt zvit tswit
3328 syt svit swit
3329 lyt lvit lwit
3330 thryt thvit trhwit
3331 tryt tvit trwit
3332 dryt dvit drwit
3333 chjyt tcvit tsyhwit
3334 chyt cvit tshwit
3335 cryt trwyt tsrwit
3336 hyt xwyt xwit
3337 crit tryit tsrit
3338 srit shyit srit
3339 zrit dryit dzrit
3340 myot miut mjut
3341 pyot piut pjut
3342 qyot iut 'jut
3343 kyot kiut kjut
3344 khyot qiut khjut
3345 gyot giut gjut
3346 byot biut bjut
3347 hyot xiut xjut
3348 yot hiut hjut
3349 phyot phiut phjut
3350 ngyot ngiut ngjut
3351 hiot xiot xj+t
3352 kiot kiot kj+t
3353 ngiot ngiot ngj+t
3354 giot giot gj+t
3355 khiot qiot khj+t
3356 ngyat ngvat ngjwot
3357 byat bvat bjot
3358 yat hvat hjwot
3359 kyat kvat kjwot
3360 qyat vat 'jwot
3361 gyat gvat gjwot
3362 khyat qvat khjwot
3363 pyat pvat pjot
3364 myat mvat mjot
3365 hyat xvat xjwot
3366 qiat iat 'jot
3367 hiat xiat xjot
3368 kiat kiat kjot
3369 giat giat gjot
3370 phyat phvat phjot
3371 ngiat ngiat ngjot
3372 muot muot mwot
3373 thuot thuot thwot
3374 kuot kuot kwot
3375 buot buot bwot
3376 tuot tuot twot
3377 thuot thuot thwot
3378 duot duot dwot
3379 quot uot 'wot
3380 huot xuot xwot
3381 nguot nguot ngwot
3382 phuot phuot phwot
3383 luot luot lwot
3384 khuot quot khwot
3385 nuot nuot nwot
3386 suot suot swot
3387 chuot cuot tshwot
3388 zuot dzuot dzwot
3389 ghot hot hot
3390 ghuot huot hwot
3391 cuot zuot tswot
3392 ghat hat hat
3393 hat xat xat
3394 tat tat tat
3395 that that that
3396 qat at 'at
3397 lat lat lat
3398 khat qat khat
3399 dat dat dat
3400 zat dzat dzat
3401 ngat ngat ngat
3402 kat kat kat
3403 sat sat sat
3404 chat cat tshat
3405 nat nat nat
3406 mat muat mat
3407 muat muat mat
3408 nguat nguat ngwat
3409 zuat dzuat dzwat
3410 puat puat pat
3411 cat zat tsat
3412 kuat kuat kwat
3413 khuat quat khwat
3414 ghuat huat hwat
3415 duat duat dwat
3416 huat xuat xwat
3417 quat uat 'wat
3418 cuat zuat tswat
3419 phuat phuat phat
3420 thuat thuat thwat
3421 luat luat lwat
3422 tuat tuat twat
3423 chuat cuat tshwat
3424 buat buat bat
3425 ghret haet heat
3426 cret traet tsreat
3427 bret baet beat
3428 khret qaet kheat
3429 ghruet hoet hweat
3430 pret paet peat
3431 truet toet trweat
3432 qruet oet 'weat
3433 nruet noet nrweat
3434 chret chaet tsrheat
3435 kruet koet kweat
3436 kret kaet keat
3437 qret aet 'eat
3438 sret shaet sreat
3439 mret maet meat
3440 hruet xoet xweat
3441 nret naet nreat
3442 ngruet ngoet ngweat
3443 khruet qoet khweat
3444 phret phaet pheat
3445 cruet troet tsrweat
3446 ghrat heat haet
3447 qrat eat 'aet
3448 ngrat ngeat ngaet
3449 chrat chat tsrhaet
3450 khrat qeat khaet
3451 hrat xeat xaet
3452 thrat theat trhaet
3453 kruat koat kwaet
3454 ghruat hoat hwaet
3455 thruat thoat trhwaet
3456 truat toat trwaet
3457 sruat shoat srwaet
3458 ngruat ngoat ngwaet
3459 chruat choat tsrhwaet
3460 mrat meat maet
3461 nruat noat nrwaet
3462 prat peat paet
3463 krat keat kaet
3464 zrat drat dzraet
3465 trat teat traet
3466 nj'rat reat nyaet
3467 set set set
3468 chet cet tshet
3469 ket ket ket
3470 cet zet tset
3471 huet xuet xwet
3472 khuet quet khwet
3473 kuet kuet kwet
3474 ghuet huet hwet
3475 quet uet 'wet
3476 det det det
3477 thet thet thet
3478 ghet het het
3479 net net net
3480 zet dzet dzet
3481 nget nget nget
3482 met met met
3483 pet pet pet
3484 qet et 'et
3485 khet qet khet
3486 het xet xet
3487 phet phet phet
3488 bet bet bet
3489 tet tet tet
3490 let let let
3491 siet siet sjet
3492 liet liet ljet
3493 triet tyet trjet
3494 giet gyet gjet
3495 njet ret nyet
3496 cjet tjet tsyet
3497 zsjet djet zyet
3498 zjet zjet dzyet
3499 ngiet ngyet ngjet
3500 mjet miet mjiet
3501 khiet qyet khjet
3502 pjet piet pjiet
3503 zyet dzvet dzjwet
3504 cyet zvet tsjwet
3505 syet svet sjwet
3506 thryet thwet trhjwet
3507 jyet jvet ywet
3508 khjyet qvet khjwiet
3509 qyet wet 'jwet
3510 njyet rvet nywet
3511 sjyet sjvet sywet
3512 cjyet tjvet tsywet
3513 chjyet tcvet tsyhwet
3514 tryet twet trjwet
3515 lyet lvet ljwet
3516 phjet phiet phjiet
3517 biet byet bjet
3518 driet dyet drjet
3519 piet pyet pjet
3520 sryet shwet srjwet
3521 kiet kyet kjet
3522 sjet sjet syet
3523 nryet nwet nrjwet
3524 hyet xwet xjwet
3525 qjyet vet 'jwiet
3526 kyet kwet kjwet
3527 cryet trwet tsrjwet
3528 chyet cvet tshjwet
3529 ciet ziet tsjet
3530 sriet shet srjet
3531 qiet yet 'jet
3532 thriet thyet trhjet
3533 hiet xyet xjet
3534 chjyet tcvet tsyhwet
3535 chriet chet tsrhjet
3536 zsyet szvet zjwet
3537 chjet tcet tsyhet
3538 jet jet yet
3539 zriet dret dzrjet
3540 jak jak yak
3541 liak liak ljak
3542 kiak kiak kjak
3543 cjak tjak tsyak
3544 sjak sjak syak
3545 njak rak nyak
3546 chjak tcak tsyhak
3547 qiak iak 'jak
3548 khiak qiak khjak
3549 ngiak ngiak ngjak
3550 zjak zjak dzyak
3551 thriak thiak trhjak
3552 siak siak sjak
3553 criak triak tsrjak
3554 ciak ziak tsjak
3555 ziak dziak dzjak
3556 chiak ciak tshjak
3557 giak giak gjak
3558 qyak vak 'jwak
3559 byak bvak bjak
3560 hyak xvak xjwak
3561 yak hvak hjwak
3562 kyak kvak kjwak
3563 triak tiak trjak
3564 driak diak drjak
3565 khyak qvak khjwak
3566 gyak gvak gjwak
3567 nriak niak nrjak
3568 phyak phvak phjak
3569 hiak xiak xjak
3570 dak dak dak
3571 mak mak mak
3572 lak lak lak
3573 thak thak thak
3574 cak zak tsak
3575 chak cak tshak
3576 kak kak kak
3577 khak qak khak
3578 ngak ngak ngak
3579 phak phak phak
3580 qak ak 'ak
3581 bak bak bak
3582 hak xak xak
3583 sak sak sak
3584 ghak hak hak
3585 zak dzak dzak
3586 pak pak pak
3587 nak nak nak
3588 huak xuak xwak
3589 kuak kuak kwak
3590 quak uak 'wak
3591 ghuak huak hwak
3592 khuak quak khwak
3593 nguak nguak ngwak
3594 luak luak lwak
3595 cuak zuak tswak
3596 mrak meak maek
3597 trak teak traek
3598 brak beak baek
3599 prak peak paek
3600 giek gyak gjaek
3601 kiek kyak kjaek
3602 sriek shyak srjaek
3603 chriek chyak tsrhjaek
3604 ghruak hoak hwaek
3605 crak trak tsraek
3606 zrak drak dzraek
3607 khiek qyak khjaek
3608 ngrak ngeak ngaek
3609 ngiek ngyak ngjaek
3610 khrak qeak khaek
3611 qrak eak 'aek
3612 hiek xyak xjaek
3613 thrak theak trhaek
3614 qruak oak 'waek
3615 phrak pheak phaek
3616 hrak xeak xaek
3617 ghrak heak haek
3618 krak keak kaek
3619 hruak xoak xwaek
3620 drak deak draek
3621 kruak koak kwaek
3622 qyek wak 'jwaek
3623 nrak neak nraek
3624 khruak qoak khwaek
3625 biek byak bjaek
3626 mrek maek meak
3627 ghruek hoek hweak
3628 kruek koek kweak
3629 prek paek peak
3630 brek baek beak
3631 zrek draek dzreak
3632 crek traek tsreak
3633 zruek droek dzrweak
3634 chrek chaek tsrheak
3635 khrek qaek kheak
3636 hruek xoek xweak
3637 ghrek haek heak
3638 krek kaek keak
3639 trek taek treak
3640 qrek aek 'eak
3641 srek shaek sreak
3642 phrek phaek pheak
3643 ngrek ngaek ngeak
3644 lrek laek leak
3645 cruek troek tsrweak
3646 sruek shoek srweak
3647 gruek goek gweak
3648 nrek naek nreak
3649 siek siek sjek
3650 ciek ziek tsjek
3651 qjek iek 'jiek
3652 jek jek yek
3653 sjek sjek syek
3654 chjek tcek tsyhek
3655 zjek zjek dzyek
3656 cjek tjek tsyek
3657 driek diek drjek
3658 chiek ciek tshjek
3659 zsiek sziek zjek
3660 ziek dziek dzjek
3661 bjek biek bjiek
3662 jyek jvek ywek
3663 hjyek xvek xjwiek
3664 pjek piek pjiek
3665 phjek phiek phjiek
3666 zsjek djek zyek
3667 piek pyak pjaek
3668 triek tiek trjek
3669 thriek thiek trhjek
3670 cjyek tjvek tsywek
3671 chyek cvek tshjwek
3672 sek sek sek
3673 kek kek kek
3674 phek phek phek
3675 lek lek lek
3676 tek tek tek
3677 ghek hek hek
3678 ngek ngek ngek
3679 dek dek dek
3680 thek thek thek
3681 cek zek tsek
3682 khek qek khek
3683 nek nek nek
3684 zek dzek dzek
3685 mek mek mek
3686 bek bek bek
3687 pek pek pek
3688 khuek quek khwek
3689 kuek kuek kwek
3690 chek cek tshek
3691 hek xek xek
3692 huek xuek xwek
3693 thr'ek thek trhek
3694 cjik tjok tsyik
3695 drik diok drik
3696 lik liok lik
3697 thrik thiok trhik
3698 trik tiok trik
3699 zsjik djok zyik
3700 sik siok sik
3701 zjik zjok dzyik
3702 sjik sjok syik
3703 hik xiok xik
3704 zrik drok dzrik
3705 gik giok gik
3706 nrik niok nrik
3707 chrik chok tsrhik
3708 qik iok 'ik
3709 srik shok srik
3710 khik qiok khik
3711 kik kiok kik
3712 jik jok yik
3713 cik ziok tsik
3714 pik piok pik
3715 yk hvok hwik
3716 hyk xvok xwik
3717 phik phiok phik
3718 crik trok tsrik
3719 bik biok bik
3720 ngik ngiok ngik
3721 zik dziok dzik
3722 trik tiok trik
3723 mik miok mik
3724 chjik tcok tsyhik
3725 tok tok tok
3726 cok zok tsok
3727 lok lok lok
3728 thok thok thok
3729 khok qok khok
3730 dok dok dok
3731 hok xok xok
3732 mok mok mok
3733 zok dzok dzok
3734 sok sok sok
3735 pok pok pok
3736 bok bok bok
3737 ghuok huok hwok
3738 kuok kuok kwok
3739 qok ok 'ok
3740 ghok hok hok
3741 nok nok nok
3742 kok kok kok
3743 chok cok tshok
3744 phok phok phok
3745 huok xuok xwok
3746 chip cip tship
3747 zjip zjip dzyip
3748 cjip tjip tsyip
3749 zsip szip zip
3750 zip dzip dzip
3751 njip rip nyip
3752 qjip ip 'jip
3753 sjip sjip syip
3754 cip zip tsip
3755 gip gyp gip
3756 drip dyp drip
3757 trip typ trip
3758 lip lip lip
3759 kip kyp kip
3760 ngip ngyp ngip
3761 khip qyp khip
3762 sip sip sip
3763 srip shyp srip
3764 hip xyp xip
3765 crip tryp tsrip
3766 qip yp 'ip
3767 thrip thyp trhip
3768 ip hyp hip
3769 jip jip yip
3770 nrip nyp nrip
3771 zrip dryp dzrip
3772 bip byp bip
3773 pip pyp pip
3774 chrip chyp tsrhip
3775 chjip tcip tsyhip
3776 ghop hop hop
3777 kop kop kop
3778 top top top
3779 sop sop sop
3780 dop dop dop
3781 thop thop thop
3782 zop dzop dzop
3783 cop zop tsop
3784 lop lop lop
3785 nop nop nop
3786 khop qop khop
3787 qop op 'op
3788 hop xop xop
3789 ngop ngop ngop
3790 chop cop tshop
3791 zj'op zjop dzyop
3792 qop op 'op
3793 ghap hap hap
3794 lap lap lap
3795 tap tap tap
3796 thap thap thap
3797 hap xap xap
3798 nap nap nap
3799 dap dap dap
3800 sap sap sap
3801 ngap ngap ngap
3802 zap dzap dzap
3803 kap kap kap
3804 khap qap khap
3805 qap ap 'ap
3806 chap cap tshap
3807 kap kap kap
3808 cj'ap tjap tsyap
3809 jep jep yep
3810 ciep ziep tsjep
3811 sjep sjep syep
3812 zjep zjep dzyep
3813 liep liep ljep
3814 ziep dziep dzjep
3815 driep dyep drjep
3816 qiep yep 'jep
3817 nriep nyep nrjep
3818 chjep tcep tsyhep
3819 njep rep nyep
3820 cjep tjep tsyep
3821 chiep ciep tshjep
3822 thriep thyep trhjep
3823 giep gyep gjep
3824 triep tyep trjep
3825 iep hyep hjep
3826 khjep qiep khjiep
3827 sriep shep srjep
3828 kiep kyep kjep
3829 qjep iep 'jiep
3830 thep thep thep
3831 ghep hep hep
3832 kep kep kep
3833 khep qep khep
3834 dep dep dep
3835 nep nep nep
3836 sep sep sep
3837 lep lep lep
3838 tep tep tep
3839 zep dzep dzep
3840 cep zep tsep
3841 hep xep xep
3842 sep sep sep
3843 ghrep haep heap
3844 khrep qaep kheap
3845 zrep draep dzreap
3846 krep kaep keap
3847 crep traep tsreap
3848 chrep chaep tsrheap
3849 nrep naep nreap
3850 hrep xaep xeap
3851 srep shaep sreap
3852 trep taep treap
3853 qrep aep 'eap
3854 ngrep ngaep ngeap
3855 threp thaep trheap
3856 ghrap heap haep
3857 drap deap draep
3858 qrap eap 'aep
3859 krap keap kaep
3860 srap shap sraep
3861 hrap xeap xaep
3862 ngiap ngiap ngjaep
3863 hiap xiap xjaep
3864 khiap qiap khjaep
3865 kiap kiap kjaep
3866 qiap iap 'jaep
3867 jap jap yaep
3868 giap giap gjaep
3869 byap bvap bjop
3870 pyap pvap pjop
3871 phyap phvap phjop
3872 khyap qvap khjop
3873 nryap nvap nrjop
3874 thryap thvap trhjop
