#小韻序 字 聲調 韻部 聲紐 韻母 四呼
1412 樓摟婁艛髏慺 陽平 尤侯 來 尤侯開 開口
1413 囚泅 陽平 尤侯 心 尤侯齊 齊齒
1414 紬稠綢犫讎酬籌儔躊疇惆 陽平 尤侯 穿 尤侯齊 齊齒
1415 求脙銶毬逑球俅仇樛裘虬 陽平 尤侯 溪 尤侯齊 齊齒
1416 酋遒 陽平 尤侯 清 尤侯齊 齊齒
1417 頭投骰 陽平 尤侯 透 尤侯開 開口
1418 愁 陽平 尤侯 穿 尤侯開 開口
1419 軸逐 入平 尤侯 照 尤侯齊 齊齒
1420 熟 入平 尤侯 審 尤侯齊 齊齒
1421 有酉牖羑友誘莠黝 上 尤侯 影 尤侯齊 齊齒
1422 柳罶𩖴 上 尤侯 來 尤侯齊 齊齒
1423 杻狃紐鈕忸 上 尤侯 泥 尤侯齊 齊齒
1424 丑醜 上 尤侯 穿 尤侯齊 齊齒
1425 九韭久玖糾灸疚 上 尤侯 見 尤侯齊 齊齒
1426 首手守 上 尤侯 審 尤侯齊 齊齒
1427 叟䏂藪 上 尤侯 心 尤侯開 開口
1428 斗枓蚪陡抖 上 尤侯 端 尤侯開 開口
1429 狗垢苟耇枸 上 尤侯 見 尤侯開 開口
1430 藕耦偶嘔毆 上 尤侯 影 尤侯開 開口
1431 摟塿簍 上 尤侯 來 尤侯開 開口
1432 肘箒酎 上 尤侯 照 尤侯齊 齊齒
1433 朽 上 尤侯 曉 尤侯齊 齊齒
1434 酒 上 尤侯 精 尤侯齊 齊齒
1435 拞 上 尤侯 溪 尤侯齊 齊齒
1436 剖 上 尤侯 滂 尤侯開 開口
1437 吼 上 尤侯 曉 尤侯開 開口
1438 走 上 尤侯 精 尤侯開 開口
1439 否 上 尤侯 非 尤侯開 開口
1440 揉 上 尤侯 日 尤侯齊 齊齒
1441 口 上 尤侯 溪 尤侯開 開口
1442 㑳𦡗 上 尤侯 穿 尤侯開 開口
1443 竹燭粥 入上 尤侯 照 尤侯齊 齊齒
1444 宿 入上 尤侯 心 尤侯齊 齊齒
1445 又右佑祐狖宥柚幼囿侑 去 尤侯 影 尤侯齊 齊齒
1446 晝呪胄紂宙籀咮 去 尤侯 照 尤侯齊 齊齒
1447 臼舅舊咎救柩廄究 去 尤侯 見 尤侯齊 齊齒
1448 受授綬壽獸首售狩 去 尤侯 審 尤侯齊 齊齒
1449 秀岫袖綉琇宿 去 尤侯 心 尤侯齊 齊齒
1450 嗽漱 去 尤侯 心 尤侯開 開口
1451 皺驟 去 尤侯 照 尤侯開 開口
1452 溜霤留餾鎦瘤瀏窌 去 尤侯 來 尤侯齊 齊齒
1453 扣寇蔻 去 尤侯 溪 尤侯開 開口
1454 后逅候堠後厚 去 尤侯 曉 尤侯開 開口
1455 就鷲 去 尤侯 精 尤侯齊 齊齒
1456 豆脰竇鬭逗 去 尤侯 端 尤侯開 開口
1457 構遘媾購姤彀詬勾 去 尤侯 見 尤侯開 開口
1458 湊輳甃 去 尤侯 清 尤侯開 開口
1459 漏陋鏤瘻 去 尤侯 來 尤侯開 開口
1460 謬繆 去 尤侯 明 尤侯齊 齊齒
1461 臭 去 尤侯 穿 尤侯齊 齊齒
1462 嗅 去 尤侯 曉 尤侯齊 齊齒
1463 瘦 去 尤侯 審 尤侯開 開口
1464 僽 去 尤侯 穿 尤侯開 開口
1465 耨 去 尤侯 泥 尤侯開 開口
1466 奏 去 尤侯 精 尤侯開 開口
1467 透 去 尤侯 透 尤侯開 開口
1468 貿懋茂 去 尤侯 明 尤侯開 開口
1469 復 去 尤侯 非 尤侯開 開口
1470 肉褥 入去 尤侯 日 尤侯齊 齊齒
1471 六 入去 尤侯 來 尤侯齊 齊齒
1472 針斟箴砧椹鱵瑊 陰平 侵尋 照 侵尋齊 齊齒
1473 金今衿襟禁 陰平 侵尋 見 侵尋齊 齊齒
1474 駸綅浸祲 陰平 侵尋 精 侵尋齊 齊齒
1475 深𦸂 陰平 侵尋 審 侵尋齊 齊齒
1476 簪𩷒 陰平 侵尋 照 侵尋開 開口
1477 森槮參 陰平 侵尋 審 侵尋開 開口
1478 琛賝郴 陰平 侵尋 穿 侵尋齊 齊齒
1479 音瘖陰喑 陰平 侵尋 影 侵尋齊 齊齒
1480 心杺 陰平 侵尋 心 侵尋齊 齊齒
1481 欽衾嶔 陰平 侵尋 溪 侵尋齊 齊齒
1482 侵 陰平 侵尋 清 侵尋齊 齊齒
1483 歆 陰平 侵尋 曉 侵尋齊 齊齒
1484 林淋琳痳霖臨綝箖 陽平 侵尋 來 侵尋齊 齊齒
1485 壬任紝鵀 陽平 侵尋 日 侵尋齊 齊齒
1486 尋潯鱘鐔燖覃 陽平 侵尋 心 侵尋齊 齊齒
1487 吟淫崟婬霪蟫 陽平 侵尋 影 侵尋齊 齊齒
1488 琴芩禽檎擒噙 陽平 侵尋 溪 侵尋齊 齊齒
1489 岑𪁏鍖涔𩅨 陽平 侵尋 穿 侵尋開 開口
1490 沉霃鈂湛 陽平 侵尋 穿 侵尋齊 齊齒
1491 忱煁 陽平 侵尋 審 侵尋齊 齊齒
1492 廩懍凜 上 侵尋 來 侵尋齊 齊齒
1493 稔䭃淰衽荏 上 侵尋 日 侵尋齊 齊齒
1494 審嬸沈瞫 上 侵尋 審 侵尋齊 齊齒
1495 錦噤 上 侵尋 見 侵尋齊 齊齒
1496 磣墋瘮 上 侵尋 穿 侵尋開 開口
1497 枕 上 侵尋 照 侵尋齊 齊齒
1498 飲 上 侵尋 影 侵尋齊 齊齒
1499 您 上 侵尋 泥 侵尋齊 齊齒
1500 怎 上 侵尋 照 侵尋開 開口
1501 寢 上 侵尋 清 侵尋齊 齊齒
1502 朕沈鴆枕 去 侵尋 照 侵尋齊 齊齒
1503 甚𣞵 去 侵尋 審 侵尋齊 齊齒
1504 任衽絍姙 去 侵尋 日 侵尋齊 齊齒
1505 禁噤澿𦧈 去 侵尋 見 侵尋齊 齊齒
1506 蔭廕窨飲恁 去 侵尋 影 侵尋齊 齊齒
1507 沁伈 去 侵尋 清 侵尋齊 齊齒
1508 浸祲 去 侵尋 精 侵尋齊 齊齒
1509 臨淋 去 侵尋 來 侵尋齊 齊齒
1510 滲罧 去 侵尋 審 侵尋開 開口
1511 讖 去 侵尋 穿 侵尋開 開口
1512 譖 去 侵尋 照 侵尋開 開口
1513 賃 去 侵尋 泥 侵尋齊 齊齒
1514 啉 去 侵尋 來 侵尋開 開口
1515 㖔 去 侵尋 透 侵尋開 開口
1516 菴庵鵪馣唵諳 陰平 監咸 影 監咸開 開口
1517 擔聃儋耽湛酖躭 陰平 監咸 端 監咸開 開口
1518 監緘椷 陰平 監咸 見 監咸齊 齊齒
1519 堪龕戡弇 陰平 監咸 溪 監咸開 開口
1520 三鬖𣯶 陰平 監咸 心 監咸開 開口
1521 甘柑疳泔 陰平 監咸 見 監咸開 開口
1522 杉衫 陰平 監咸 審 監咸開 開口
1523 貪探 陰平 監咸 透 監咸開 開口
1524 參驂 陰平 監咸 清 監咸開 開口
1525 憨酣 陰平 監咸 曉 監咸開 開口
1526 簮篸䐶鐕 陰平 監咸 精 監咸開 開口
1527 嵌 陰平 監咸 溪 監咸齊 齊齒
1528 𪅎 陰平 監咸 曉 監咸齊 齊齒
1529 詀𠼗 陰平 監咸 照 監咸開 開口
1530 渰 陰平 監咸 影 監咸齊 齊齒
1531 攙杉 陰平 監咸 穿 監咸開 開口
1532 南諵喃楠男 陽平 監咸 泥 監咸開 開口
1533 咸鹹諴函銜㘅 陽平 監咸 曉 監咸齊 齊齒
1534 婪爁燣藍籃嵐 陽平 監咸 來 監咸開 開口
1535 覃潭談餤譚燂藫曇痰 陽平 監咸 透 監咸開 開口
1536 蠶慚 陽平 監咸 清 監咸開 開口
1537 含涵邯 陽平 監咸 曉 監咸開 開口
1538 讒毚饞鑱𠠥巉 陽平 監咸 穿 監咸開 開口
1539 巖岩 陽平 監咸 影 監咸齊 齊齒
1540 喒 陽平 監咸 精 監咸開 開口
1541 感鱤𠿑敢 上 監咸 見 監咸開 開口
1542 覽攬欖爦 上 監咸 來 監咸開 開口
1543 膽䃫紞 上 監咸 端 監咸開 開口
1544 慘黲 上 監咸 清 監咸開 開口
1545 揞晻馣 上 監咸 影 監咸開 開口
1546 喊㺌 上 監咸 曉 監咸開 開口
1547 毯𧝓倓萏窞 上 監咸 透 監咸開 開口
1548 减鹻 上 監咸 見 監咸齊 齊齒
1549 坎 上 監咸 溪 監咸齊 齊齒
1550 砍 上 監咸 溪 監咸開 開口
1551 昝斀 上 監咸 精 監咸開 開口
1552 俺 上 監咸 疑 監咸開 開口
1553 糝 上 監咸 心 監咸開 開口
1554 黯 上 監咸 影 監咸齊 齊齒
1555 斬 上 監咸 照 監咸開 開口
1556 腩 上 監咸 泥 監咸開 開口
1557 勘磡 去 監咸 溪 監咸開 開口
1558 贑淦紺 去 監咸 見 監咸開 開口
1559 憾撼頷琀莟唅 去 監咸 曉 監咸開 開口
1560 淡啖惔擔 去 監咸 端 監咸開 開口
1561 轞檻艦餡陷 去 監咸 曉 監咸齊 齊齒
1562 濫𨣨纜 去 監咸 來 監咸開 開口
1563 瞰嵌闞 去 監咸 溪 監咸齊 齊齒
1564 蘸站賺湛 去 監咸 照 監咸開 開口
1565 鑑監 去 監咸 見 監咸齊 齊齒
1566 暫鏨蔘揝 去 監咸 精 監咸開 開口
1567 暗闇 去 監咸 影 監咸開 開口
1568 三 去 監咸 心 監咸開 開口
1569 探 去 監咸 透 監咸開 開口
1570 渰 去 監咸 影 監咸齊 齊齒
1571 慘 去 監咸 清 監咸開 開口
1572 懺 去 監咸 穿 監咸開 開口
1573 訕 去 監咸 審 監咸開 開口
1574 瞻詹占粘沾霑 陰平 廉纖 照 廉纖齊 齊齒
1575 兼縑鶼鰜 陰平 廉纖 見 廉纖齊 齊齒
1576 淹腌醃䅧閹猒懨 陰平 廉纖 影 廉纖齊 齊齒
1577 纖銛憸暹𩆷 陰平 廉纖 心 廉纖齊 齊齒
1578 僉槧籤 陰平 廉纖 清 廉纖齊 齊齒
1579 襜䪜覘 陰平 廉纖 穿 廉纖齊 齊齒
1580 杴忺 陰平 廉纖 曉 廉纖齊 齊齒
1581 尖漸殲 陰平 廉纖 精 廉纖齊 齊齒
1582 掂 陰平 廉纖 端 廉纖齊 齊齒
1583 苫 陰平 廉纖 審 廉纖齊 齊齒
1584 謙 陰平 廉纖 溪 廉纖齊 齊齒
1585 添 陰平 廉纖 透 廉纖齊 齊齒
1586 廉簾臁奩帘 陽平 廉纖 來 廉纖齊 齊齒
1587 鮎黏拈 陽平 廉纖 泥 廉纖齊 齊齒
1588 撏燖 陽平 廉纖 心 廉纖齊 齊齒
1589 鈐鉗黔 陽平 廉纖 溪 廉纖齊 齊齒
1590 蟾憺 陽平 廉纖 穿 廉纖齊 齊齒
1591 鹽炎閻簷嚴 陽平 廉纖 影 廉纖齊 齊齒
1592 甜恬 陽平 廉纖 透 廉纖齊 齊齒
1593 髯 陽平 廉纖 日 廉纖齊 齊齒
1594 潛 陽平 廉纖 清 廉纖齊 齊齒
1595 嫌 陽平 廉纖 曉 廉纖齊 齊齒
1596 掩魘靨埯奄䁆崦琰剡 上 廉纖 影 廉纖齊 齊齒
1597 撿䭑 上 廉纖 見 廉纖齊 齊齒
1598 瞼斂臉 上 廉纖 來 廉纖齊 齊齒
1599 染苒冉 上 廉纖 日 廉纖齊 齊齒
1600 閃陝 上 廉纖 審 廉纖齊 齊齒
1601 忝舔 上 廉纖 透 廉纖齊 齊齒
1602 險譣 上 廉纖 曉 廉纖齊 齊齒
1603 颭 上 廉纖 照 廉纖齊 齊齒
1604 點 上 廉纖 端 廉纖齊 齊齒
1605 諂 上 廉纖 穿 廉纖齊 齊齒
1606 艷焰厭饜驗灧釅𥯃 去 廉纖 影 廉纖齊 齊齒
1607 贍苫 去 廉纖 審 廉纖齊 齊齒
1608 欠芡歉 去 廉纖 溪 廉纖齊 齊齒
1609 玷店㼭墊 去 廉纖 端 廉纖齊 齊齒
1610 瀲斂殮 去 廉纖 來 廉纖齊 齊齒
1611 念艌 去 廉纖 泥 廉纖齊 齊齒
1612 劍儉 去 廉纖 見 廉纖齊 齊齒
1613 僭漸 去 廉纖 精 廉纖齊 齊齒
1614 塹茜㜞 去 廉纖 清 廉纖齊 齊齒
1615 染 去 廉纖 日 廉纖齊 齊齒
1616 占 去 廉纖 照 廉纖齊 齊齒
1617 韂 去 廉纖 穿 廉纖齊 齊齒
